iter,loss,acc
7480,0.219392,0.9372
7490,0.218363,0.9374
7500,0.218022,0.9369
7510,0.219491,0.9369
7520,0.217666,0.9378
7530,0.217511,0.937
7540,0.218,0.9363
7550,0.217997,0.9366
7560,0.216772,0.9378
7570,0.217254,0.9376
7580,0.217458,0.937
7590,0.218045,0.9378
7600,0.217572,0.9365
7610,0.21893,0.937
7620,0.217553,0.9366
7630,0.218427,0.9381
7640,0.219352,0.9386
7650,0.218674,0.9376
7660,0.217269,0.9367
7670,0.214533,0.9375
7680,0.215407,0.9378
7690,0.213458,0.9364
7700,0.213725,0.9372
7710,0.213748,0.938
7720,0.213806,0.9378
7730,0.214805,0.9375
7740,0.215309,0.9367
7750,0.214507,0.9366
7760,0.213231,0.937
7770,0.215353,0.9388
7780,0.214023,0.9383
7790,0.214024,0.9382
7800,0.214067,0.9382
7810,0.215289,0.9381
7820,0.212865,0.938
7830,0.21491,0.9364
7840,0.213222,0.938
7850,0.213564,0.9381
7860,0.213269,0.938
7870,0.212162,0.9386
7880,0.211955,0.9392
7890,0.213954,0.9384
7900,0.211242,0.9395
7910,0.212362,0.9385
7920,0.211524,0.9382
7930,0.209763,0.9396
7940,0.211499,0.9389
7950,0.211182,0.9404
7960,0.211911,0.9386
7970,0.210477,0.9404
7980,0.20951,0.9392
7990,0.210282,0.9401
8000,0.210369,0.9396
8010,0.210104,0.9403
8020,0.209704,0.9408
8030,0.209654,0.9401
8040,0.210079,0.9389
8050,0.209742,0.9404
8060,0.209603,0.9387
8070,0.209207,0.9396
8080,0.209711,0.9396
8090,0.209464,0.9404
8100,0.210762,0.9403
8110,0.208065,0.9408
8120,0.20756,0.9399
8130,0.209244,0.9394
8140,0.20801,0.9397
8150,0.20698,0.94
8160,0.206494,0.9408
8170,0.21058,0.9393
8180,0.206634,0.9403
8190,0.206609,0.9399
8200,0.206327,0.9412
8210,0.204987,0.9406
8220,0.206896,0.9401
8230,0.208471,0.9391
8240,0.205731,0.9408
8250,0.208586,0.9413
8260,0.205375,0.9405
8270,0.205855,0.9408
8280,0.206124,0.9402
8290,0.206717,0.9386
8300,0.204841,0.9406
8310,0.207633,0.9402
8320,0.205756,0.9407
8330,0.205153,0.9419
8340,0.20563,0.9416
8350,0.20547,0.9418
8360,0.205847,0.9414
8370,0.204882,0.9405
8380,0.204885,0.9409
8390,0.20401,0.941
8400,0.203533,0.9401
8410,0.203865,0.9415
8420,0.204213,0.9414
8430,0.203256,0.9411
8440,0.203524,0.9405
8450,0.202993,0.9413
8460,0.202223,0.941
8470,0.201704,0.9418
8480,0.201775,0.942
8490,0.202059,0.9409
8500,0.203329,0.9396
